등급,이름,타입,직업,포격,충파,지원,백병,박물,심미,척후,보급,구매,판매,협상,교환,Lv 10 직업 효과,Lv 10 직업 효과,Lv 30 인물 효과,Lv 30 인물 효과,LV 50 직업 효과,LV 50 직업 효과,LV 70 인물 효과,LV 70 인물 효과,잠재 효과 1,잠재 효과 2,인연 연대기 추가 효과 1,인연 연대기 추가 효과 2,교전 기술 LV 1,교전 기술 LV 50,인연 연대기 추가 기술
B,양경,전투,전문의,35,24,79,30,11,8,18,17,31,36,23,30,의술 회복량 증가,포격 방어력 증폭,식료품 거래 우대,피격 시 회피 증폭,의술 극대화 회복량 증가,포격 피해 반사,무풍 해소,의술 회복량 증폭,피격 시 백병 방어력 증폭,공격 시 백병 공격력 하락,,,의술: 소규모,포격: 섬광탄,
B,앤 다우리치,모험,측량사,6,19,16,11,25,32,76,24,28,30,24,33,방어력 증가,방수 처리,진귀한 탐험,장애물 탐지,침수 해소,경계 강화,포격 명중 증가,나침반 정비,관찰 심화,시작 시 상태이상 추가 제거,,,수리: 단일 대상,명중 감소,
B,앤 불린,교역,보석상,11,18,16,7,25,28,37,29,34,22,76,24,충파 공격력 증가,보석 거래 전문,보석 거래 우대,세이렌 해소,귀금속 거래 전문,보석 구매 할인,중독 충파,보석 판매 할증,보석 거래 달인,의약품 판매 달인,,,의술 봉쇄,백병: 자재 약탈,
B,야스케,전투,특공대,27,31,21,74,30,31,22,27,10,7,17,16,백병 회피 증가,백병 회피 증폭,조미료 구매 할인,기술 봉쇄 백병,백병 명중 증가,백병 명중 증폭,육분의 활용,백병 반격 강화,공격 시 백병 방어력 하락,직물 구매 달인,,,백병: 돛 손상 유발,백병: 구속 유발,
B,야코프 발바커,교역,보석상,11,18,16,7,25,28,38,30,33,21,74,27,충파 공격력 증가,보석 거래 전문,보석 거래 우대,돌풍 해소,귀금속 거래 전문,보석 구매 할인,치명적인 충파,보석 판매 할증,보석 거래 달인,잡화 판매 달인,,,수리 봉쇄,치명타 발생 증가,
B,야콥 푸거,교역,광물상,14,18,11,7,24,27,37,29,29,30,76,21,충파 방어력 증가,광석 거래 전문,광석 거래 우대,화재 해소,치명적인 충파,광석 구매 할인,이동 봉쇄 충파,광석 판매 할증,광석 거래 달인,잡화 판매 달인,,,포격 봉쇄,의술 봉쇄,
B,얀 얀스 벨테브레이,모험,항해장,11,7,19,15,33,27,75,22,24,24,36,31,포격 회피 증가,암초 해소,후려치기의 달인,수영 금지령,해초 해소,장애물 탐지,공격 시 포격 명중 하강,털모자 배급,식료품 구매 달인,노련한 노 젓기,,,백병: 화재 유발,포격: 침수 유발,
B,얀 피터손 쿤,교역,향료상,19,7,15,10,33,23,28,35,29,63,33,21,포격 공격력 증가,향료 거래 전문,행동 전 명중 증폭,향료 거래 우대,향신료 거래 전문,향료 구매 할인,이동 방해 포격,향료 판매 할증,향료 거래 달인,귀금속 거래 달인,,,포격: 싸움 유발,포격 봉쇄,
B,엄영춘,전투,타격대,27,32,21,73,7,10,14,19,34,24,26,32,백병 공격력 증가,백병 공격력 증폭,염료 구매 할인,공격 시 백병 회피 하강,백병 명중 증가,백병 방어력 증폭,천해 튼튼한 로프,고립 시 백병 공격력 증폭,이동 억제 백병,백병 치명타 추가 저항,,,백병: 침수 유발,백병: 실명 유발,
B,에드먼드 길버트,교역,가축상,11,7,15,18,33,23,28,33,75,28,29,22,백병 회피 증가,가축 거래 전문,가축 거래 우대,저체온증 해소,쥐 해소,가축 구매 할인,공격 시 백병 명중 하강,가축 판매 할증,가축 거래 달인,귀금속 판매 달인,,,백병: 식량 약탈,백병: 포탄 약탈,
B,에드워드 댐피어,전투,조타장,33,75,21,28,10,18,7,16,33,25,26,33,충파 방어력 증가,충파 치명타 추가 피해,염료 거래 우대,중독 충파,충파 공격력 증가,충파 공격력 증폭,화물 도난 해소,피격 시 충파 방어력 증가,충파 피해 무효,극독 충파,,,충파: 실명 유발,충파: 싸움 유발,
B,에스테반 오르테가,교역,잡화상,15,7,19,11,28,35,33,23,76,25,34,22,포격 방어력 증가,잡화 거래 전문,후려치기의 달인,달콤한 화술,수리 회복량 증가,잡화 구매 할인,중독 포격,잡화 판매 할증,잡화 거래 달인,공예품 판매 달인,,,백병: 포탄 약탈,백병: 식량 약탈,
B,엔리코 마리오네,교역,회계사,19,10,15,7,37,31,24,27,34,21,29,63,포격 공격력 증가,공업품 거래 전문,바가지의 달인,해양 생태 연구,총포류 거래 전문,공업품 구매 할인,공격 시 포격 명중 하강,공업품 판매 할증,의약품 판매 달인,천부적인 장사꾼,,,백병: 자재 약탈,백병: 물 약탈,
B,엔히크 드말라카,모험,통역가,11,19,15,7,33,70,29,22,36,23,32,25,충파 치명타 발생 증가,친절한 이방인,피격 시 백병 회피 증가,맹수 사냥,낚시꾼,해적 사냥,공격 시 충파 치명률 하강,호전적인 탐험가,노련한 탐험가,백병 피해 무효,,,백병: 중독 유발,포격: 싸움 유발,
B,엘리자베스 비제 르 브룅,교역,미술상,7,19,12,13,37,32,24,26,28,23,74,27,충파 방어력 증가,미술품 거래 전문,기호품 거래 우대,보물 사냥꾼,정서불안 해소,미술품 구매 할인,치명적인 충파,직물 판매 할증,미술품 거래 달인,기호품 판매 달인,유리한 염료거래,미술품 거래 특별 우대,백병: 연막 유발,공격력 감소,충파: 좌초 유발
B,오클로 코야,교역,협상가,19,7,16,11,25,28,38,31,34,24,77,22,포격 회피 증가,기호품 거래 전문,거래의 승부사,공업품 거래 우대,향수병 해소,기호품 구매 할인,이동 봉쇄 포격,기호품 판매 할증,다정한 협상,공업품 판매 달인,,,회피 증가,명중 증가,
B,와키자카 야스하루,전투,타격대,28,32,20,71,7,10,14,20,34,24,26,31,백병 공격력 증가,백병 공격력 증폭,나침반 정비,백병 반격 강화,백병 명중 증가,백병 방어력 증폭,공격 시 백병 회피 하강,백병 피해 반사,피격 시 백병 방어력 증폭,무기류 구매 달인,,,백병: 화재 유발,백병: 돛 손상 유발,
B,요하네스 구텐베르크,교역,가공상,11,15,19,7,28,35,33,22,29,30,25,63,수리 회복량 증가,공예품 거래 전문,공예품 거래 우대,육분의 활용,침수 해소,공예품 구매 할인,백병 봉쇄 백병,공예품 판매 할증,공예품 거래 달인,공예품 판매 달인,,,백병: 자재 약탈,추가 기동력 감소,
B,우즈 로저스,전투,일반의,21,27,71,33,27,31,35,21,14,11,7,20,의술 극대화 회복량 증가,백병 방어력 증폭,피격 시 방어력 증폭,수리 극대화 발생 증가,의술 극대화 발생 증가,의술 회복량 증폭,화물 점검,혼란 시 보호 발동,피격 시 방어력 증폭 심화,섬유 거래 달인,,,의술: 대규모,백병: 구속 유발,
B,운니야르카,전투,타격대,28,32,21,75,7,10,14,20,33,24,26,33,백병 공격력 증가,백병 공격력 증폭,의약품 거래 우대,공격 시 백병 공격력 하강,백병 명중 증가,백병 방어력 증폭,천해 튼튼한 로프,피격 시 백병 회피 증가,백병 치명타 추가 저항,무기류 구매 달인,,,백병: 실명 유발,회피 감소,
B,울루치 알리,전투,조타원,32,73,21,28,17,14,10,8,22,28,29,36,충파 치명타 발생 증가,충파 치명타 발생 증폭,기호품 구매 할인,충파 반격 강화,충파 공격력 증가,충파 치명타 추가 피해,보물 사냥꾼,충파 피해 반사,극독 충파,광석 구매 달인,,,충파: 돛 손상 유발,충파: 싸움 유발,
B,월터 롤리,전투,유탄수,73,27,20,32,35,20,27,32,7,19,14,12,포격 치명타 발생 증가,포격 치명타 발생 증폭,타고난 장사꾼,포격 반격 강화,포격 공격력 증가,포격 치명타 추가 피해,공격 시 포격 방어력 하강,행동 전 공격력 증폭,포격 공격력 증폭 심화,이동 억제 포격,,,포격: 침수 유발,광역 포격: 싸움 유발,
B,윌리엄 셰익스피어,모험,예술학자,11,7,15,18,74,23,33,25,33,27,25,34,백병 방어력 증가,재력 추구,고립 시 백병 공격력 증폭,맹수 사냥,낚시꾼,명성 추구,공격 시 백병 치명률 하강,숙련된 탐험가,귀금속 구매 달인,투쟁적인 탐험가,,,충파: 돛 손상 유발,백병 봉쇄,
B,윌리엄 윈터,전투,설계사,27,21,71,33,23,27,15,19,19,14,26,24,수리 회복량 증가,백병 공격력 증폭,공업품 거래 우대,수리 극대화 발생 증가,수리 극대화 회복량 증가,기술 봉쇄 백병,돌풍 해소,피해 반사,공격 시 충파 공격력 하락,잡화 구매 달인,,,수리: 전 범위,포격: 구속 유발,
B,유괴성,전투,타격대,27,32,21,73,7,10,14,19,33,24,26,32,백병 공격력 증가,백병 공격력 증폭,섬유 구매 할인,백병 피해 반사,백병 명중 증가,백병 방어력 증폭,식인상어 해소,행동 전 치명타 발생 증폭,피격 시 백병 방어력 증폭,무기류 거래 달인,,,백병: 구속 유발,백병: 화재 유발,
B,유대유,전투,함포수,74,27,21,32,14,7,17,12,26,31,33,24,포격 공격력 증가,포격 공격력 증폭,중독 시 분노 발동,포격 반격 강화,포격 방어력 증가,포격 방어력 증폭,고립 시 포격 공격력 증폭,행동 전 치명타 발생 증폭,공격 시 포격 방어력 하락,총포류 거래 달인,,,포격: 구속 유발,정밀 포격: 혼란 유발,
B,율리스 하위헌스,교역,가축상,11,7,15,19,33,23,28,34,74,28,28,23,백병 회피 증가,가축 거래 전문,낚시의 대가,탐사의 기본,쥐 해소,가축 구매 할인,치명적인 충파,가축 판매 할증,가축 거래 달인,직물 판매 달인,,,공격력 증가,회피 감소,
B,이마이 소쿤,교역,가공상,11,15,20,6,29,36,33,22,29,31,25,62,수리 회복량 증가,공예품 거래 전문,잡화 거래 우대,천해 인양 전문가,침수 해소,공예품 구매 할인,치명적인 포격,공예품 판매 할증,공예품 거래 달인,잡화 판매 달인,,,수리: 단일 대상,수리: 소규모,
B,이마이 소큐,교역,주류상,7,10,16,19,37,32,24,25,25,64,29,31,백병 방어력 증가,주류 거래 전문,기호품 거래 우대,해초 해소,욕구불만 해소,주류 구매 할인,치명적인 충파,주류 판매 할증,주류 거래 달인,기호품 판매 달인,,,회피 증가,충파: 실명 유발,
B,이몽룡,모험,상담사,11,15,20,7,25,28,33,66,32,35,28,21,백병 회피 증가,싸움 해소,공격 시 백병 회피 하강,소방 훈련,향수병 해소,심리 상담,고립 시 백병 공격력 증폭,경계 강화,기호품 구매 달인,노련한 돛 조종,,,돌격,백병 봉쇄,
B,이사벨라 코르테세,교역,가공상,11,15,19,6,28,35,33,22,29,30,25,62,수리 회복량 증가,공예품 거래 전문,공격 시 백병 치명률 하강,공격 시 포격 공격력 하강,침수 해소,공예품 구매 할인,백병 봉쇄 백병,공예품 판매 할증,공예품 거래 달인,광석 판매 달인,,,백병: 자재 약탈,백병: 중독 유발,
B,이억기,전투,조타원,32,74,19,28,18,13,10,8,22,28,30,36,충파 치명타 발생 증가,충파 치명타 발생 증폭,바가지의 달인,충파 반격 강화,충파 공격력 증가,충파 치명타 추가 피해,돌풍 해소,충파 피해 반사,충파 치명타 피해 증폭,광석 구매 달인,,,충파: 침수 유발,충파: 방어 무시,
B,이운룡,전투,유탄수,73,28,21,31,34,21,26,32,6,20,13,11,포격 치명타 발생 증가,포격 치명타 발생 증폭,고립 시 포격 공격력 증폭,포격 반격 강화,포격 공격력 증가,포격 치명타 추가 피해,중독 포격,행동 전 공격력 증폭,대혼란 포격,포격 방어력 증폭 심화,유능한 포수,포격 공격 심화,포격: 돛 손상 유발,포격: 침수 유발,포격: 좌초 유발
B,이자벨 드로렌,교역,광물상,15,19,11,7,25,27,37,30,29,31,76,21,충파 방어력 증가,광석 거래 전문,총포류 거래 우대,식인상어 해소,치명적인 충파,광석 구매 할인,충파 봉쇄 충파,광석 판매 할증,광석 거래 달인,총포류 판매 달인,,,충파: 중독 유발,백병: 포탄 약탈,
B,이종무,전투,조타수,32,74,20,27,26,20,34,32,13,12,6,19,충파 공격력 증가,충파 공격력 증폭,공업품 구매 할인,기술 봉쇄 충파,충파 방어력 증가,충파 방어력 증폭,화물 점검,충파 반격 강화,대혼란 충파,충파 치명타 추가 저항,,,충파: 화재 유발,충파: 싸움 유발,
B,이즈모 오쿠니,모험,예술학자,11,7,16,19,76,24,34,25,32,24,24,34,백병 방어력 증가,재력 추구,이동 봉쇄 백병,주의깊은 탐험가,낚시꾼,명성 추구,백병 방어력 증폭,숙련된 탐험가,꼼꼼한 탐험가,행동 전 치명타 발생 증폭 심화,,,포격: 화재 유발,의술 봉쇄,
B,이초,전투,유탄수,74,27,21,32,34,21,26,33,6,19,13,12,포격 치명타 발생 증가,포격 치명타 발생 증폭,고립 시 포격 공격력 증폭,포격 반격 강화,포격 공격력 증가,포격 치명타 추가 피해,중독 포격,행동 전 치명타 발생 증폭,포격 공격력 증폭 심화,총포류 구매 달인,,,포격: 싸움 유발,포격: 혼란 유발,
B,잉엘라 가텐히엘름,교역,염료상,7,10,16,19,33,24,29,31,76,21,34,27,백병 방어력 증가,염료 거래 전문,미술품 거래 우대,나침반 정비,오염 해소,염료 구매 할인,공격 시 백병 방어력 하강,염료 판매 할증,염료 거래 달인,미술품 판매 달인,,,포격 봉쇄,백병: 싸움 유발,
B,자크 카르티에,모험,예술학자,11,7,15,19,76,23,34,25,33,24,24,35,백병 방어력 증가,재력 추구,보석 거래 우대,주의깊은 탐험가,낚시꾼,명성 추구,공격 시 백병 치명률 하강,부지런한 탐험가,미술품 구매 달인,꼼꼼한 탐험가,,,백병: 화재 유발,충파: 싸움 유발,
B,자한 사림,전투,설계사,28,22,70,33,23,27,15,20,18,14,26,24,수리 회복량 증가,백병 공격력 증폭,잡화 거래 우대,수리 극대화 발생 증가,수리 극대화 회복량 증가,기술 봉쇄 백병,화재 해소,시작 시 기동력 회복량 증가,시작 시 최상급 수리,염료 구매 달인,,,수리: 대규모,백병 봉쇄,
B,잔 아셰트,전투,조타장,32,73,21,28,10,18,7,16,34,24,26,32,충파 방어력 증가,충파 치명타 추가 피해,무기류 거래 우대,공격 시 충파 방어력 하강,충파 공격력 증가,충파 공격력 증폭,천해 튼튼한 로프,피격 시 충파 방어력 증가,충파 공격력 증폭 심화,광석 구매 달인,,,충파: 연막 유발,명중 감소,
B,장 프랑수아 드갈로,전투,조선공,21,32,71,28,14,11,7,18,27,32,35,24,수리 극대화 회복량 증가,충파 공격력 증폭,향신료 판매 할증,행동 전 공격력 증폭,수리 극대화 발생 증가,수리 회복량 증폭,쥐 해소,행동 전 공방 위력 증폭,의술 회복량 증폭 심화,염료 구매 달인,,,수리: 대규모,충파 위력 강화,
B,정운,전투,전문의,32,22,71,27,11,7,18,16,30,33,23,27,의술 회복량 증가,포격 방어력 증폭,피격 시 회피 증폭,시작 시 기동력 회복량 증가,의술 극대화 회복량 증가,포격 피해 반사,피격 시 백병 방어력 증가,시작 시 이동력 증가,피격 시 백병 방어력 증폭,의약품 구매 달인,,,의술: 전 범위,백병: 구속 유발,
B,정지룡,전투,수리공,32,28,71,21,23,27,31,36,18,16,10,7,수리 극대화 발생 증가,포격 공격력 증폭,보석 거래 우대,수리 극대화 회복량 증가,수리 회복량 증가,기술 봉쇄 포격,피격 시 방어력 증폭,시작 시 이동력 증가,내구도 추가 증가,잡화 구매 달인,,,수리: 대규모,충파: 구속 유발,
B,조르조 바사리,교역,미술상,7,19,12,14,37,32,25,24,29,23,75,28,충파 방어력 증가,미술품 거래 전문,공격 시 포격 명중 하강,후려치기의 달인,정서불안 해소,미술품 구매 할인,이동 봉쇄 충파,미술품 판매 할증,미술품 거래 달인,조미료 거래 달인,프레스코식 소묘법,완벽한 수완,포격 봉쇄,수리 봉쇄,공격 봉쇄
B,조르즈 드메네즈스,교역,광물상,15,19,11,7,24,27,37,30,29,31,76,21,충파 방어력 증가,광석 거래 전문,광석 거래 우대,고향의 노래,치명적인 충파,광석 구매 할인,이동 방해 충파,광석 판매 할증,광석 거래 달인,주류 판매 달인,,,추가 기동력 증가,돌격,
B,조반니 안드레아 도리아,전투,조타수,31,74,21,27,26,21,34,31,13,12,6,19,충파 공격력 증가,충파 공격력 증폭,바가지의 달인,기술 봉쇄 충파,충파 방어력 증가,충파 방어력 증폭,화물 점검,충파 반격 강화,공격 시 충파 방어력 하락,공업품 구매 달인,,,충파: 구속 유발,충파: 화재 유발,
